english	translation	category	sub_category	source
Hey, [player name].	嘿，[player name]。	dialogue	Making Friends with My Arm	My Arm
I'm doing another quest for Burntmeat.	我在帮烧肉做另一个任务。	dialogue	Making Friends with My Arm	Player
Dat nice. Burntmeat always cook lovely burnt meat for you when you help us before.	那很好。烧肉以前在你帮我们的时候总是为你做美味的烧焦的肉。	dialogue	Making Friends with My Arm	My Arm
Yes, he did. Lots of burnt meat filling my inventory. That was Burntmeat's reward.	是啊，他确实做了。我的背包里塞满了烧焦的肉。那就是烧肉的奖励。	dialogue	Making Friends with My Arm	Player
What Burntmeat need from you dis time?	这次烧肉需要你做什么？	dialogue	Making Friends with My Arm	My Arm
There's a troll town called Weiss, up in the north. They want a troll from the Stronghold to go and teach them about the technology you've invented here.	北方有个叫韦斯的巨魔城镇。他们想要一个要塞的巨魔过去，教教他们你们在这里发明的技术。	dialogue	Making Friends with My Arm	Player
'An Burntmeat choose My Arm to go? Dat sound like great honour! It make good sense, too - My Arm got all da goutweed knowledge.	"烧肉选择""我的手臂""去？听起来是巨大的荣誉！这也很有道理——""我的手臂""拥有所有痛风草的知识。"	dialogue	Making Friends with My Arm	My Arm
Stronghold trolls not really invented much else. We know bashing things with rocks make 'em dead, but maybe Weiss trolls know dat already.	要塞巨魔其实没发明多少别的东西。我们知道用石头砸东西能砸死它们，但也许韦斯巨魔早就知道了。	dialogue	Making Friends with My Arm	My Arm
But dat not a problem, [player name]. My Arm know lots 'bout growing goutweed. It gonna be fine.	"但这不是问题，[player name]。""我的手臂""知道很多关于种植痛风草的事。会没事的。"	dialogue	Making Friends with My Arm	My Arm
Don't you mind leaving your home?	你不介意离开家吗？	dialogue	Making Friends with My Arm	Player
Eh... My Arm not mind. My Arm like seeing places, like dat jungle village where da nice people give us goutweed stuff.	"呃...""我的手臂""不介意。""我的手臂""喜欢看地方，比如那个丛林村庄，那里好心人给了我们痛风草的东西。"	dialogue	Making Friends with My Arm	My Arm
Those nice people might have given you anything you liked, if it would make you stop damaging their village.	那些好心人可能愿意给你任何你喜欢的东西，只要你能停止破坏他们的村庄。	dialogue	Making Friends with My Arm	Player
Anyway, My Arm not mind going to Weiss. No family here now, not since My Other Arm died. Got apprentice ready to take over goutweed farming. Dis gonna be fine.	总之，'我的手臂'不介意去魏斯。这里现在没有家人了，自从'我的另一条手臂'死后。已经有学徒准备好接管痛风草种植了。这不会有问题的。	dialogue	Making Friends with My Arm	My Arm
So My Arm very happy to go teach goutweed farming to trolls in Weiss. It so exciting!	所以'我的手臂'很高兴去魏斯教巨魔们种植痛风草。太令人兴奋了！	dialogue	Making Friends with My Arm	Player
Isn't there anything else you can teach them?	你就没有别的东西可以教他们吗？	dialogue	Making Friends with My Arm	Player
Wolfbone said we should go by sea. Apparently the mountains are too hard to cross, so he told me how to get there by sea.	狼骨说我们应该走海路。显然那些山太难翻越了，所以他告诉了我怎么走海路去那里。	dialogue	Making Friends with My Arm	Player
My Arm been on boat before, an' not like it. But My Arm not like crossing cold mountain either... eh, we better go by boat. You got a boat ready?	"""我的手臂""以前坐过船，不喜欢。但""我的手臂""也不喜欢翻越寒冷的山...呃，我们最好坐船去。你有船准备好了吗？"	dialogue	Making Friends with My Arm	My Arm
I once helped a guy called Larry with some penguins; he's got a boat near here, west of the mountains, near Rellekka. Come and meet me there, and we'll try borrowing it.	我以前帮过一个叫拉里的家伙处理过一些企鹅；他在附近有艘船，在山脉西边，靠近雷勒卡城。到那儿跟我碰头，我们试着借来用用。	dialogue	Making Friends with My Arm	Player
Okieday, My Arm know how to find it. It on coast near smelly fur-wearing human town you call Rellekka. See you in a bit.	"好的，""我的手臂""知道怎么找到它。它在海岸边，靠近你们称为雷勒卡城的那个臭烘烘的穿毛皮的人类城镇。一会儿见。"	dialogue	Making Friends with My Arm	My Arm
My Arm look forward to getting on with da job when you ready!	"""我的手臂""期待你准备好后开始工作！"	dialogue	Making Friends with My Arm	My Arm
My Arm very excited 'bout going to Weiss to teach stuff to da trolls. Better hope dey like hearing 'bout goutweed.	"""我的手臂""非常兴奋要去魏斯教巨魔们东西。最好希望他们喜欢听关于痛风草的事。"	dialogue	Making Friends with My Arm	My Arm
Meet me at Larry's boat. I helped him rather a lot with those penguins, so hopefully he'll let us borrow it. It's west of the mountains, near Rellekka.	在拉里的船那儿跟我碰头。我帮了他处理那些企鹅不少忙，所以希望他会让我们借用。船在山脉西边，靠近雷勒卡城。	dialogue	Making Friends with My Arm	Player
My Arm know da place, it on coast near smelly fur- wearing human town you call Rellekka. See you in a bit.	"""我的手臂""知道那个地方，它在海岸边，靠近你们称为雷勒卡城的那个臭烘烘的穿毛皮的人类城镇。一会儿见。"	dialogue	Making Friends with My Arm	My Arm
Can I transport My Arm in your boat?	"我能用你的船运送""我的手臂""吗？"	dialogue	Making Friends with My Arm	Player
Well, yes, I'm sure you've transported your arm every time you've used my boat. Isn't it always attached to the rest of your body?	嗯，是啊，我敢肯定你每次用我的船都运送了你的手臂。它不是一直连在你身体其他部分上吗？	dialogue	Making Friends with My Arm	Larry
My Arm is a troll.	"""我的手臂""是一个巨魔。"	dialogue	Making Friends with My Arm	Player
Your arm is... a troll? It's really not. I can see both of them. Sorry, have you had your brain shrunk into a penguin suit too many times?	你的手臂是……一个巨魔？真不是。我能看到你的两只手臂。抱歉，你是不是把你的大脑缩进企鹅装里太多次了？	dialogue	Making Friends with My Arm	Larry
This kind of thing happens a lot when I take My Arm out to places.	"我带""我的手臂""出去的时候经常发生这种事。"	dialogue	Making Friends with My Arm	Player
You take your arm out to places? And what the heck is THAT?	你把你的手臂带出去？那这到底是什么鬼东西？	dialogue	Making Friends with My Arm	Larry
My Arm here!	"""我的手臂""在这里！"	dialogue	Making Friends with My Arm	My Arm
Never mind, I just need to borrow your boat.	算了，我只是需要借用你的船。	dialogue	Making Friends with My Arm	Player
Sorry, I distinctly heard you say you wanted to transport your arm in it. Have you had your brain shrunk into a penguin suit too many times? I don't lend my boat to mad people.	抱歉，我明明听到你说想用船运送你的手臂。你是不是把你的大脑缩进企鹅装里太多次了？我不把船借给疯子。	dialogue	Making Friends with My Arm	Larry
That thing is an arm?	那东西是手臂？	dialogue	Making Friends with My Arm	Larry
Dat 'thing' is a troll, an' My Arm not like being called a thing!	"那个""东西""是一个巨魔，而且""我的手臂""不喜欢被叫做东西！"	dialogue	Making Friends with My Arm	My Arm
This is My Arm, yes. We'd like to borrow your boat, so we can visit more trolls in the north. My Arm is going to teach them to farm.	"这是""我的手臂""，是的。我们想借用你的船，这样我们可以去拜访北方的更多巨魔。""我的手臂""要教他们种植。"	dialogue	Making Friends with My Arm	Player
My Arm is a farmer, yup! Got a farm.	"""我的手臂""是个农夫，没错！有个农场。"	dialogue	Making Friends with My Arm	My Arm
Your arm's arm has a farm... Please make this stop!	你手臂的手臂有个农场……求你别再说了！	dialogue	Making Friends with My Arm	Larry
Eh, [player name], My Arm thinks dis human kinda dumb. Can we use boat or not? My Arm getting bored.	"呃，[player name]，""我的手臂""觉得这个人类有点蠢。我们能不能用船？""我的手臂""快无聊死了。"	dialogue	Making Friends with My Arm	My Arm
You want my boat? Yes, yes, take my boat and go a very long way from me! And take your arm with you!	你想要我的船？好好好，把我的船拿走，离我远远的！把你的手臂也带走！	dialogue	Making Friends with My Arm	Larry
Are we dere yet?	我们到了没？	dialogue	Making Friends with My Arm	My Arm
You going too slow. Let My Arm drive!	"你太慢了。让""我的手臂""来开船！"	dialogue	Making Friends with My Arm	My Arm
Um... well, let's see how this goes...	嗯……好吧，看看会怎么样……	dialogue	Making Friends with My Arm	Player
Is we going backwards?	我们是在往后开吗？	dialogue	Making Friends with My Arm	My Arm
My Arm didn't know boats could go backwards.	"""我的手臂""不知道船还能倒着开。"	dialogue	Making Friends with My Arm	My Arm
Maybe I should drive again.	也许还是我来开吧。	dialogue	Making Friends with My Arm	Player
You gettin' angry with My Arm again?	"你又对""我的手臂""生气了？"	dialogue	Making Friends with My Arm	My Arm
Dis boat smell of bird poo.	这船有股鸟屎味。	dialogue	Making Friends with My Arm	My Arm
We didn't have many choices.	我们没多少选择。	dialogue	Making Friends with My Arm	Player
So... are we dere yet?	那么……我们到了没？	dialogue	Making Friends with My Arm	My Arm
Well, we here. My Arm not enjoyed boat ride. Weiss must be up top of cliff, but My Arm not gonna be able to climb up.	"嗯，我们到了。""我的手臂""不喜欢坐船。魏斯一定在悬崖顶上，但""我的手臂""爬不上去。"	dialogue	Making Friends with My Arm	My Arm
Wolfbone said we should moor here and go up the cliffs.	狼骨说我们应该在这儿停泊，然后爬上悬崖。	dialogue	Making Friends with My Arm	Player
He might have assumed you're good at climbing, since you actually live on a mountain!	他可能以为你很擅长攀爬，毕竟你可是住在山上的！	dialogue	Making Friends with My Arm	Player
Anyway, I'll have a look around.	总之，我四处看看。	dialogue	Making Friends with My Arm	Player
My Arm not gonna be able to climb dat. Maybe you look for other way first?	"""我的手臂""爬不上去。也许你先找别的路？"	dialogue	Making Friends with My Arm	My Arm
My Arm not gonna be able to get through dat hole. It got all rocks in da way. You wanna clear it?	"""我的手臂""无法穿过那个洞。路上全是石头。你想清理一下吗？"	dialogue	Making Friends with My Arm	My Arm
I can't see whether it's safe to clear the blockage from out here, or whether that would collapse the cave.	我看不出来从外面清理堵塞物是否安全，或者会不会导致洞穴坍塌。	dialogue	Making Friends with My Arm	Player
Maybe if I got into the cave from above, I could clear it more safely from inside.	也许如果我从上面进入洞穴，就能从里面更安全地清理它。	dialogue	Making Friends with My Arm	Player
A cave! Maybe I can go down there, and find a way to mine through the blocked passage from the inside, to let My Arm in...	"一个洞穴！也许我可以下去，从里面挖通堵塞的通道，让""我的手臂""进来..."	dialogue	Making Friends with My Arm	Player
I'm supposed to be introducing My Arm to this town as their new friend. Maybe it'd be worth talking to the inhabitants before assuming I need to break into their home.	"我应该把""我的手臂""作为他们的新朋友介绍给这个城镇。也许在假设我需要闯入他们的家之前，值得先和居民谈谈。"	dialogue	Making Friends with My Arm	Player
What you want, human? You not coming in. Weiss is troll town - humans not welcome.	你想干嘛，人类？你不准进来。韦斯是巨魔城镇——人类不受欢迎。	dialogue	Making Friends with My Arm	Boulder
My Arm has come to make friends with you.	"""我的手臂""来和你们交朋友了。"	dialogue	Making Friends with My Arm	Player
Boulder not sure exactly what you offering, human, but it not sound like something Boulder want to happen.	巨石不太确定你到底在提供什么，人类，但听起来不像巨石想看到的事。	dialogue	Making Friends with My Arm	Boulder
But My Arm's come a very long way for this, and he's very excited about what he can teach you.	但'我的手臂'为此走了很远的路，而且他对能教你们的东西非常兴奋。	dialogue	Making Friends with My Arm	Player
Boulder still not sure what you offering, human, but you definitely not doing it in here. Go away!	巨石还是不确定你在提供什么，人类，但你绝对别想在这儿做。走开！	dialogue	Making Friends with My Arm	Boulder
Wolfbone's sent My Arm from the Troll Stronghold.	"狼骨从巨魔要塞派来了""我的手臂""。"	dialogue	Making Friends with My Arm	Player
Human arm might taste good, maybe, so if Wolfbone sent your arm as snack, we happy to take it an' eat it.	人类手臂也许味道不错，所以如果狼骨把你的手臂当零食送来，我们很乐意收下吃掉。	dialogue	Making Friends with My Arm	Boulder
I'm not letting you eat my arm.	我不会让你吃我的手臂的。	dialogue	Making Friends with My Arm	Player
Urgh - human arm attached to human body with human mouth what keep talking an' talking. Shut up an' go away.	呃——人类手臂连在人类身体上，还有张人类嘴巴不停说啊说。闭嘴走开。	dialogue	Making Friends with My Arm	Boulder
You only need to let My Arm in, not me.	"你只需要让""我的手臂""进来，不是我。"	dialogue	Making Friends with My Arm	Player
Human sound confused about how body work. See, mortal body is intrinsic part of mortal being. It not like we got our souls floating up in da sky controlling bodies like puppets.	人类听起来对身体怎么运作很困惑。你看，凡人的身体是凡人存在的固有部分。又不是我们的灵魂飘在天上像操控木偶一样操控身体。	dialogue	Making Friends with My Arm	Boulder
We mortal beings - troll, human, goat - we are our bodies, and our bodies are us. You human got dumb ideas 'bout mind/body dualism.	我们凡人——巨魔、人类、山羊——我们就是我们的身体，我们的身体就是我们。你们人类对身心二元论有愚蠢的想法。	dialogue	Making Friends with My Arm	Boulder
Anyway, Boulder not here to talk ontological distinction between mind an' matter, especially with dumb human who not know what his arm is. So push off.	总之，巨石不是来讨论心灵与物质的本体论区别的，尤其是跟一个连自己手臂是什么都不知道的愚蠢人类。所以滚开。	dialogue	Making Friends with My Arm	Boulder
I'll be back!	我会回来的！	dialogue	Making Friends with My Arm	Player
Maybe next time you come, Boulder get ear-plugs.	也许下次你来的时候，巨石会戴上耳塞。	dialogue	Making Friends with My Arm	Boulder
Welcome back, troll servant!	欢迎回来，巨魔仆从！	dialogue	Boulder	Boulder
It not gonna work yet. You meant to light special fire thing first.	还不行。你该先点燃那个特别的火堆。	dialogue	Boulder	Boulder
Anyway, Boulder not here to talk ontological distinction between mind an' matter, especially with dumb human who not know what her arm is. So push off.	总之，巨石我不是来跟你讨论心灵与物质的本体论区别的，尤其不想跟连自己胳膊都搞不清楚的愚蠢人类谈。所以一边去。	dialogue	Boulder	Boulder
Boulder not pleased to see you again, human. What you want now? You still not coming into Weiss.	巨石我不想再见到你了，人类。你又想要什么？你仍然不能进入威斯。	dialogue	Boulder	Boulder
We done pretty good here, an' Snowflake say she planning something to make food better too. Yup, Weiss is good place.	我们在这里做得挺好，雪花说她在计划让食物更好吃。没错，威斯是个好地方。	dialogue	Boulder	Boulder
Mother put you in prison. Get back there.	母亲把你关进监狱了。回那里去。	dialogue	Boulder	Boulder
Safe travels, troll servant!	一路平安，巨魔仆从！	dialogue	Boulder	Boulder
Eh, it kinda rough, but it getting better. Snowflake, she planning stuff to make food nicer. We all like that.	呃，有点艰苦，但正在好转。雪花她在计划让食物更好吃。我们都喜欢这样。	dialogue	Boulder	Boulder
You supposed to be lighting special fire here to let patches work, Snowflake says.	你该在这里点燃特别的火堆让药草田生效，雪花说的。	dialogue	Boulder	Boulder
When patches working, Boulder gotta make sure your herbs stay healthy. Snowflake's husband troll very strict on it.	药草田生效时，巨石我得确保你的草药健康。雪花的丈夫巨魔对此非常严格。	dialogue	Boulder	Boulder
Perhaps you meant to talk to Snowflake some more before you try startin' fire here.	也许你该先跟雪花多谈谈再试着在这里点火。	dialogue	Boulder	Boulder
It not gonna work yet. Maybe you go speak to Snowflake some more first?	还不行。也许你先去跟雪花谈谈？	dialogue	Boulder	Boulder
Human intruder!	人类入侵者！	dialogue	Making Friends with My Arm	Squirrel
Got ya!	抓到你了！	dialogue	Making Friends with My Arm	Icicle
This not good time to talk, human. Boss is dead. New boss gotta take throne.	现在不是说话的好时机，人类。老大死了。新老大得坐上王位。	dialogue	Icicle	Icicle
It's a good thing I got in here before those trolls arrived!	还好我在那些巨魔到达之前进来了！	dialogue	Making Friends with My Arm	Player
Well, there's the cave exit I need to clear. Then My Arm can get into this cave.	"嗯，那就是我需要清理的洞穴出口。然后""我的手臂""就能进入这个洞穴了。"	dialogue	Making Friends with My Arm	Player
The Weiss trolls won't trust me until they can see I've really brought a troll here. But they won't be able to see My Arm unless he walks far enough into the cave.	"魏斯的巨魔不会相信我，直到他们看到我真的带了一个巨魔来。但他们看不到""我的手臂""，除非他走进洞穴足够深。"	dialogue	Making Friends with My Arm	Player
The water looks shallow at the north end. Maybe it can be filled up with rocks, or something, so My Arm could walk further into the cave...	北端的水看起来很浅。也许可以用石头之类的东西填起来，这样'我的手臂'就能走得更远进入洞穴了...	dialogue	Making Friends with My Arm	Player
... and those trolls seem to have plenty of rocks to throw into the water...	……而且那些巨魔似乎有很多石头可以扔进水里……	dialogue	Making Friends with My Arm	Player
I reckon those stepping stones will let My Arm enter the cave far enough for the trolls to see him! I'd better clear that obstruction so he can get in.	"我估计那些踏脚石能让""我的手臂""进入洞穴足够深，让巨魔们看到他！我最好清理掉那个障碍物，这样他就能进去了。"	dialogue	Making Friends with My Arm	Player
T'anks, [player name].	谢谢，[player name]。	dialogue	Making Friends with My Arm	My Arm
Stop chuckin' rocks - it a troll! Bring him to Mother!	别扔石头了——那是巨魔！带他去见母亲！	dialogue	Making Friends with My Arm	Pebble
Welcome to Weiss, troll. I am Mother. Mother sorry about your trouble getting in here.	欢迎来到威斯，巨魔。我是母亲。母亲对你进来时遇到的麻烦感到抱歉。	dialogue	Making Friends with My Arm	Mother
We not trust humans. Also, your human keep talking about its arm, and we not want mad human in our town. But now Mother knows human is your servant, we let it come and go freely.	我们不信任人类。而且，你的那个人类老是谈论它的手臂，我们可不想让疯人类待在我们镇上。但现在母亲知道那个人类是你的仆从，我们允许它自由进出。	dialogue	Making Friends with My Arm	Mother
T'anks, Mother. [player name] is helpful human.	谢谢，母亲。[player name]是个有用的人类。	dialogue	Making Friends with My Arm	My Arm
I'm not his servant.	我不是他的仆从。	dialogue	Making Friends with My Arm	Player
Humans are not welcome in Weiss. If you are not the servant of this troll, you should go away and never return.	威斯不欢迎人类。如果你不是这个巨魔的仆从，就该离开，永远别再回来。	dialogue	Making Friends with My Arm	Mother
Why are you called Mother, Mother?	母亲，为什么你叫母亲？	dialogue	Making Friends with My Arm	Player
A troll child is named after the first thing they try to eat. This is tradition of troll people. My full name is Mother's Left One.	巨魔小孩是以他们第一次试图吃掉的东西命名的。这是巨魔族的传统。我的全名是母亲的左半边。	dialogue	Making Friends with My Arm	Mother
* cough *	* 咳嗽 *	dialogue	Making Friends with My Arm	My Arm
Let's move on with the chat.	我们继续聊吧。	dialogue	Making Friends with My Arm	Player
This here is Don't Know What, loyal bodyguard and chief sentry. He like a son to Mother.	这位是'不知道什么'，忠诚的保镖兼首席哨兵。他就像母亲的儿子一样。	dialogue	Making Friends with My Arm	Mother
This old troll is Odd Mushroom. He is big clever-clogs, and it makes him talk funny, but Mother puts up with it. Odd Mushroom invents stuff for Mother.	这个老巨魔是奇特蘑菇。他是个大聪明蛋，这让他说话很有趣，但母亲容忍了他。奇特蘑菇为母亲发明东西。	dialogue	Making Friends with My Arm	Mother
It's a real pleasure to meet you, My Arm. And you too, [player name]. I look forward tremendously to working with you both.	"很高兴见到你，""我的手臂""。还有你，[player name]。我非常期待与你们俩合作。"	dialogue	Making Friends with My Arm	Odd Mushroom
And here come Mother's daughter, Snowflake.	母亲女儿来了，雪花。	dialogue	Making Friends with My Arm	Mother
Hello Father.	你好，父亲。	dialogue	Making Friends with My Arm	Snowflake
Oh... [player name]... look!	哦……[player name]……看！	dialogue	Making Friends with My Arm	My Arm
Hello, visitor. I am Snowflake.	你好，访客。我是雪花。	dialogue	Making Friends with My Arm	Snowflake
My Arm very pleased to see Snowflake.	"""我的手臂""很高兴见到雪花。"	dialogue	Making Friends with My Arm	My Arm
Your arm is pleased to see me?	你的手臂很高兴见到我？	dialogue	Making Friends with My Arm	Snowflake
My Arm got named My Arm by my dad, after My Arm tried to nibble his arm... sorry, My Arm not want to bore you.	"我的手臂"被爸爸命名为"我的手臂"，因为"我的手臂"试图咬他的手臂...抱歉，"我的手臂"不想让你无聊。	dialogue	Making Friends with My Arm	My Arm
You are not boring - I like how My Arm talks. My father is Mother. He named me after a snowflake.	你不无聊——我喜欢"我的手臂"说话的方式。我的父亲是母亲。他以雪花给我命名。	dialogue	Making Friends with My Arm	Snowflake
Dat a pretty name. For a pretty troll. Maybe you get to know My Arm better soon?	那是个漂亮的名字。给一个漂亮的巨魔。也许你很快就能更了解"我的手臂"？	dialogue	Making Friends with My Arm	My Arm
I would like to spend more time with My Arm, yes.	我愿意花更多时间和"我的手臂"在一起，是的。	dialogue	Making Friends with My Arm	Snowflake
Snowflake! We men got business to talk! Shut up and get out.	雪花！我们男人要谈正事！闭嘴，滚出去。	dialogue	Making Friends with My Arm	Mother
Sorry, Father.	对不起，父亲。	dialogue	Making Friends with My Arm	Snowflake
You really shouldn't speak to her that way, Mother. It's incredibly rude.	你真的不应该那样对她说话，母亲。这非常无礼。	dialogue	Making Friends with My Arm	Odd Mushroom
You shut up too, or Mother break your clever-clogs head open an' see how smart your brain is when it outside your skull!	你也闭嘴，否则母亲就把你这聪明蛋的脑袋打开，看看你的大脑在头骨外面的时候有多聪明！	dialogue	Making Friends with My Arm	Mother
Snowflake got to respect boss, an' that is Mother. When Mother retire as boss, Don't Know What will marry Snowflake. Then he will be boss, an' Snowflake got to respect him.	雪花必须尊重首领，那就是母亲。等母亲退休不当首领后，'不知道什么'会娶雪花。那时他就是首领，雪花必须尊重他。	dialogue	Making Friends with My Arm	Mother
She doesn't want that, you know.	你知道她并不想那样。	dialogue	Making Friends with My Arm	Odd Mushroom
This your last warning - shut up! Weiss needs strong boss - that is how we survive. For now, Mother is strongest boss. Some day, Don't Know What will be strongest boss. Otherwise trolls die out.	这是最后一次警告——闭嘴！Weiss需要强大的首领——这样我们才能生存。现在，母亲是最强的首领。总有一天，'不知道什么'会是最强的首领。否则巨魔就会灭绝。	dialogue	Making Friends with My Arm	Mother
So, arm troll, you come from Stronghold to share what you know. What you got?	那么，手臂巨魔，你从要塞来分享知识。你有什么？	dialogue	Making Friends with My Arm	Mother
In return, we can teach you all about the special fires we've invented. They can be very useful.	作为回报，我们可以教你我们发明的特殊火焰的所有知识。它们会非常有用。	dialogue	Making Friends with My Arm	Odd Mushroom
Well, My Arm know 'bout goutweed farming.	嗯，'我的手臂'懂痛风草种植。	dialogue	Making Friends with My Arm	My Arm
That sounds jolly exciting!	听起来真让人兴奋！	dialogue	Making Friends with My Arm	Odd Mushroom
Farming? That a stupid skill for a man-troll. Proper man-troll should use his muscles. You teach us something better than that, or you get out and not come back!	农业？那是男巨魔的愚蠢技能。真正的男巨魔应该用他的肌肉。你教我们点更好的，否则你就滚出去别再回来！	dialogue	Making Friends with My Arm	Mother
Uh... [player name], what do we do now? If he kick us out, My Arm never gonna see Snowflake again. Help!	呃...[player name]，我们现在怎么办？如果他赶我们走，"我的手臂"就再也见不到雪花了。救命！	dialogue	Making Friends with My Arm	My Arm
Tell him goutweed is delicious.	告诉他痛风草很好吃。	dialogue	Making Friends with My Arm	Player
Yeah! Mother should try goutweed. It taste so good! Everything taste better with goutweed, an' My Arm know how to grow it.	是啊！母亲应该试试痛风草。味道好极了！加了痛风草，什么都更好吃，而且"我的手臂"知道怎么种。	dialogue	Making Friends with My Arm	My Arm
Mother is not interested in eating stupid vegetables. Mother likes wolf flesh, freshly killed, with blood running down Mother's jaw.	母亲对吃愚蠢的蔬菜没兴趣。母亲喜欢刚杀死的狼肉，鲜血顺着母亲的下巴往下流。	dialogue	Making Friends with My Arm	Mother
Mother gets real warm fuzzy feeling inside, eating furry wolf.	母亲吃毛茸茸的狼时，心里会感到温暖又毛茸茸的感觉。	dialogue	Making Friends with My Arm	Mother
You better have something else to offer, or you go home an' stop wasting Mother's time.	你最好还有别的东西可以贡献，否则就回家去，别再浪费母亲的时间。	dialogue	Making Friends with My Arm	Mother
Tell him how tough Stronghold trolls are.	告诉他要塞的巨魔有多强壮。	dialogue	Making Friends with My Arm	Player
Yeah, we really good at combat. Trolls near Stronghold, dey chuck rocks really hard. An' My Arm helped [player name] save da goutweed patch from big flappy bird thing!	是啊，我们真的很擅长战斗。要塞附近的巨魔，他们扔石头非常用力。而且'我的手臂'帮助[player name]从大扑棱鸟东西那里拯救了痛风草田！	dialogue	Making Friends with My Arm	My Arm
Mother has trolls already who chuck rocks really hard. Also Mother has seen birds - they are not scary.	母亲已经有扔石头很用力的巨魔了。而且母亲见过鸟——它们并不可怕。	dialogue	Making Friends with My Arm	Mother
Dis bird - it were really big though...	那只鸟——但它真的很大啊……	dialogue	Making Friends with My Arm	My Arm
Mother is not impressed. Have Stronghold trolls nothing else to offer?	母亲不感兴趣。要塞的巨魔就没有别的可贡献了吗？	dialogue	Making Friends with My Arm	Mother
What we do now, [player name]?	我们现在怎么办，[player name]？	dialogue	Making Friends with My Arm	My Arm
Tell him to show respect to his daughter.	告诉他要尊重他的女儿。	dialogue	Making Friends with My Arm	Player
Yeah, My Arm not like how Mother talks to Snowflake.	是啊，"我的手臂"不喜欢母亲对雪花说话的方式。	dialogue	Making Friends with My Arm	My Arm
Mother is boss; Snowflake will obey her father. Arm troll is making Mother angry. Now, what you teaching us?	母亲是首领；雪花会服从她的父亲。手臂巨魔让母亲生气了。现在，你要教我们什么？	dialogue	Making Friends with My Arm	Mother
Dis not working, [player name]!	这行不通啊，[player name]！	dialogue	Making Friends with My Arm	My Arm
Tell him you love his daughter!	告诉他你爱他的女儿！	dialogue	Making Friends with My Arm	Player
Really? If My Arm start talking' bout what My Arm want to do with his daughter, he probably gonna get angry or freaked out.	真的？如果"我的手臂"开始谈论他想对他女儿做什么，他可能会生气或吓坏。	dialogue	Making Friends with My Arm	My Arm
I meant on a more emotional level...	我指的是更情感层面上的……	dialogue	Making Friends with My Arm	Player
Mother can hear you! It not matter. Mother's daughter, Snowflake, will marry Don't Know What. Then he can be boss when Mother retires.	母亲能听见你！没关系。母亲的女儿雪花会嫁给'不知道什么'。这样等母亲退休后他就能当首领了。	dialogue	Making Friends with My Arm	Mother
Trolls need strong boss. Mother kept trolls alive through Mother's strength! Otherwise trolls would have died long ago. Once Mother retires, Don't Know What is strongest.	巨魔需要强大的首领。母亲靠母亲的力量保护巨魔活了下来！否则巨魔早就灭绝了。一旦母亲退休，'不知道什么'是最强的。	dialogue	Making Friends with My Arm	Mother
So Don't Know What will marry Snowflake and be boss of Weiss. No more talk on this! You arm troll, you teach us something good or go home!	所以'不知道什么'会娶雪花，成为Weiss的首领。这事不再讨论了！你，手臂巨魔，要么教点有用的东西，要么回家！	dialogue	Making Friends with My Arm	Mother
I'll get back to you in a bit.	我待会儿再来找你。	dialogue	Making Friends with My Arm	Player
Sorry, Mother, My Arm got nothing else. But My Arm not want to leave - can My Arm stay please?	"抱歉，母亲，""我的手臂""没有别的了。但""我的手臂""不想离开——""我的手臂""可以留下吗？"	dialogue	Making Friends with My Arm	My Arm
Arm troll is useless. Get out of here!	手臂巨魔真没用。滚出去！	dialogue	Making Friends with My Arm	Mother
Oh, [player name], My Arm is being sent home. Stupid big Mother not interested in goutweed. My Arm would prefer to stay with Snowflake.	"哦，[player name]，""我的手臂""要被送回家了。愚蠢的大母亲对痛风草不感兴趣。""我的手臂""更愿意和雪花待在一起。"	dialogue	Making Friends with My Arm	My Arm
I wish My Arm did not have to leave.	"我希望""我的手臂""不必离开。"	dialogue	Making Friends with My Arm	Snowflake
Mother wasn't very nice to Snowflake in there.	母亲在里面的时候对雪花不太友善。	dialogue	Making Friends with My Arm	Player
My father, Mother, did not like me talking to My Arm. Whoever marries me will rule Weiss after Father retires or dies, and Father wishes that to be Don't Know What, the biggest sentry.	"我的父亲，母亲，不喜欢我和""我的手臂""说话。无论谁娶了我，都将在父亲退休或去世后统治魏斯，而父亲希望那个人是""Don't Know What""，最大的哨兵。"	dialogue	Making Friends with My Arm	Snowflake
My Arm not happy 'bout dat.	"我的手臂"对此不高兴。	dialogue	Making Friends with My Arm	My Arm
My Arm is not as big as Don't Know What, and I think he is less strong too. Father would not approve of him as a suitor for me.	"""我的手臂""没有""Don't Know What""那么大，而且我觉得他也更弱。父亲不会同意他作为我的追求者。"	dialogue	Making Friends with My Arm	Snowflake
Mother should mind own business, an' not tell Snowflake who to marry.	母亲应该管好自己的事，不要告诉雪花该嫁给谁。	dialogue	Making Friends with My Arm	My Arm
Father is... horrible to me.	父亲……对我很苛刻。	dialogue	Making Friends with My Arm	Snowflake
Snowflake, you seemed to like My Arm.	"雪花，你似乎喜欢""我的手臂""。"	dialogue	Making Friends with My Arm	Player
He is different from other man-trolls. I know already that I want My Arm by my side.	"他和其他男巨魔不同。我已经知道我想要""我的手臂""在我身边。"	dialogue	Making Friends with My Arm	Snowflake
My Arm want that too.	"我的手臂"也想要那样。	dialogue	Making Friends with My Arm	My Arm
