english	translation	category	sub_category	source
Members: Secateurs Attachment Requires: <colNum0>Level <Num0> Woodcutting</col>	会员：修枝剪配件<br>需要：<colNum0><Num0>级伐木</col>	interface	generalUI	skillGuide
Members: Noxious Halberd Requires: <colNum0>Level <Num0> Crafting</col>	会员：剧毒戟<br>需要：<colNum0><Num0>级制作</col>	interface	generalUI	skillGuide
Members: Mystic robes Requires: <colNum0>Level <Num0> Magic</col>	会员：神秘长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Enchanted robes Requires: <colNum0>Level <Num0> Magic</col>	会员：魔法长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Robes of darkness Requires: <colNum0>Level <Num0> Magic</col>	会员：黑暗长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Initiate armour Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>Recruitment Drive</col>	会员：入教者盔甲<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1>招募行动</col>	interface	generalUI	skillGuide
Studded leather body Requires: <colNum0>Level <Num0> Ranged</col>	铆钉皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Infinity robes Requires: <colNum0>Level <Num0> Magic</col>	会员：无限长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Frog-leather Requires: <colNum0>Level <Num0> Ranged</col>	会员：蛙皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: <Num0>rd Age robes Requires: <colNum0>Level <Num1> Magic</col>	会员：第三纪元长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Proselyte armour Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>The Slug Menace</col>	会员：皈依者盔甲<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1>蛞蝓的威胁</col>	interface	generalUI	skillGuide
Members: Snakeskin armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：蛇皮盔甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Masori armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：马索里盔甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Inquisitor's armour Requires: <colNum0>Level <Num0> Strength</col>	会员：审判官盔甲<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Members: Splitbark armour Requires: <colNum0>Level <Num0> Magic</col>	会员：裂皮盔甲<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Skeletal armour Requires: <colNum0>Level <Num0> Magic</col>, <colNum1>The Fremennik Trials</col>	会员：骷髅盔甲<br>需要：<colNum0><Num0>级魔法</col>、<colNum1>费明尼克试炼</col>	interface	generalUI	skillGuide
Members: Lunar armour Requires: <colNum0>Level <Num0> Magic</col>, <colNum1>Lunar Diplomacy</col>	会员：月之盔甲<br>需要：<colNum0><Num0>级魔法</col>、<colNum1>月亮外交</col>	interface	generalUI	skillGuide
Members: Dagon'hai robes Requires: <colNum0>Level <Num0> Magic</col>	会员：达贡海长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Sunfire Fanatic armour Requires: <colNum0>Level <Num0> Prayer</col>	会员：阳火狂热者盔甲<br>需要：<colNum0><Num0>级祈祷</col>	interface	generalUI	skillGuide
Members: Spined armour Requires: <colNum0>Level <Num0> Ranged</col>, <colNum1>The Fremennik Trials</col>	会员：刺皮盔甲<br>需要：<colNum0><Num0>级远程</col>、<colNum1>费明尼克试炼</col>	interface	generalUI	skillGuide
Green dragonhide body Requires: <colNum0>Level <Num0> Ranged</col>, <colNum1>Dragon Slayer I</col>	绿龙皮甲<br>需要：<colNum0><Num0>级远程</col>、<colNum1>屠龙者 I</col>	interface	generalUI	skillGuide
Members: Blue dragonhide body Requires: <colNum0>Level <Num0> Ranged</col>	会员：蓝龙皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Red dragonhide body Requires: <colNum0>Level <Num0> Ranged</col>	会员：红龙皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Black dragonhide body Requires: <colNum0>Level <Num0> Ranged</col>	会员：黑龙皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: God dragonhide armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：神系龙皮盔甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Hueycoatl hide body Requires: <colNum0>Level <Num0> Ranged</col>	会员：休伊科特尔皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Hueycoatl hide coif Requires: <colNum0>Level <Num0> Ranged</col>	会员：休伊科特尔皮头巾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Void Knight equipment Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>level <Num1> Ranged</col>, <colNum2>level <Num2> Magic</col>, <colNum3>level <Num3> Strength</col>, <colNum4>level <Num4> Attack</col>, <colNum5>level <Num5> Hitpoints</col>	会员：虚空骑士装备<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1><Num1>级远程</col>、<colNum2><Num2>级魔法</col>、<br><colNum3><Num3>级力量</col>、<colNum4><Num4>级攻击</col>、<colNum5><Num5>级生命值</col>	interface	generalUI	skillGuide
Members: Fremennik helmets Requires: <colNum0>The Fremennik Trials</col>	会员：费明尼克头盔<br>需要：<colNum0>费明尼克试炼</col>	interface	generalUI	skillGuide
Members: <Num0>rd Age range armour Requires: <colNum0>Level <Num1> Ranged</col>	会员：第<Num0>纪元射手盔甲<br>需要：<colNum0><Num1>级远程</col>	interface	generalUI	skillGuide
Members: Zaryte vambraces Requires: <colNum0>Level <Num0> Ranged</col>	会员：扎里特护臂<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Swampbark armour Requires: <colNum0>Level <Num0> Magic</col>	会员：沼泽树皮盔甲<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Frostmoon robes Requires: <colNum0>Level <Num0> Magic</col>	会员：霜月长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Mixed hide top, cape, and boots Requires: <colNum0>Level <Num0> Ranged</col>	会员：混装皮甲、斗篷和靴子<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Eclipse set Requires: <colNum0>Level <Num0> Ranged</col>	会员：月蚀套装<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Granite armour Requires: <colNum0>Level <Num0> Strength</col>	会员：花岗岩盔甲<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Members: Zombie helmet Requires: <colNum0>Level <Num0> Strength</col>	会员：僵尸头盔<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Members: Bloodbark armour Requires: <colNum0>Level <Num0> Magic</col>	会员：血树皮盔甲<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Ancestral robes Requires: <colNum0>Level <Num0> Magic</col>	会员：先祖长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Crystal armour Requires: <colNum0>Level <Num0> Agility</col>, <colNum1>Song of the Elves</col>	会员：水晶盔甲<br>需要：<colNum0><Num0>级敏捷</col>、<colNum1>精灵之歌</col>	interface	generalUI	skillGuide
Members: Neitiznot faceguard Requires: <colNum0>The Fremennik Exiles</col>	会员：奈提兹诺面罩<br>需要：<colNum0>费明尼克流亡者</col>	interface	generalUI	skillGuide
Members: Ahrim's robes Requires: <colNum0>Level <Num0> Magic</col>	会员：阿赫姆的长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Boots of Brimstone Requires: <colNum0>Level <Num0> Ranged</col>, <colNum1>level <Num1> Magic</col>	会员：硫磺靴<br>需要：<colNum0><Num0>级远程</col>、<colNum1><Num1>级魔法</col>	interface	generalUI	skillGuide
Members: Armadyl armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：阿玛杜尔盔甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Karil's leather armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：卡里尔的皮甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Virtus robes Requires: <colNum0>Level <Num0> Magic</col>	会员：维图斯长袍<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Members: Pegasian boots Requires: <colNum0>Level <Num0> Ranged</col>	会员：天马靴<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Primordial boots Requires: <colNum0>Level <Num0> Strength</col>	会员：原始靴<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Members: Ferocious Gloves Requires: <colNum0>Level <Num0> Attack</col>	会员：狂暴手套<br>需要：<colNum0><Num0>级攻击</col>	interface	generalUI	skillGuide
Members: Fortified Masori armour Requires: <colNum0>Level <Num0> Ranged</col>	会员：强化马索里盔甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Members: Avernic treads Requires: <colNum0>Level <Num0> Ranged</col>, <colNum1>level <Num1> Strength</col>, <colNum2>level <Num2> Magic</col>	会员：阿弗尼克战靴<br>需要：<colNum0><Num0>级远程</col>、<colNum1><Num1>级力量</col>、<colNum2><Num2>级魔法</col>	interface	generalUI	skillGuide
Penance skirt Requires: <colNum0>Level <Num0> Ranged</col>	忏悔者裙甲<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Chivalry Increases your defence by <Num0>%, strength by <Num1>%, and attack by <Num2>%. Requires: <colNum0>Level <Num3> Prayer</col>, <colNum1>King's Ransom</col>	骑士精神<br>提升你的防御等级<Num0>%、力量等级<Num1>%<br>以及攻击等级<Num2>%。<br>需要：<colNum0><Num3>级祈祷</col>、<colNum1>国王的赎金</col>	interface	generalUI	skillGuide
Piety Increases your defence by <Num0>%, strength by <Num1>%, and attack by <Num2>%. Requires: <colNum0>Level <Num3> Prayer</col>, <colNum1>King's Ransom</col>	虔诚<br>提升你的防御等级<Num0>%、力量等级<Num1>%<br>以及攻击等级<Num2>%。<br>需要：<colNum0><Num3>级祈祷</col>、<colNum1>国王的赎金</col>	interface	generalUI	skillGuide
Rigour Increases your ranged attack by <Num0>% and damage by <Num1>%, and your defence by <Num2>%. Requires: <colNum0>Level <Num3> Prayer</col> Requires: <colNum1>Unlock via the Chambers of Xeric</col>	严谨<br>提升你的远程等级<Num0>%和伤害<Num1>%，<br>以及防御等级<Num2>%。<br>需要：<colNum0><Num3>级祈祷</col>、<colNum1>通过泽里克圣所解锁</col>	interface	generalUI	skillGuide
Augury Increases your magical attack and defence by <Num0>%, also increases your magic strength by <Num1>% and your defence by <Num2>%. Requires: <colNum0>Level <Num3> Prayer</col> Requires: <colNum1>Unlock via the Chambers of Xeric</col>	占卜术<br>提升你的魔法等级和防御等级<Num0>%，<br>并提升你的魔法伤害<Num1>%和魔法抗性<Num2>%。<br>需要：<colNum0><Num3>级祈祷</col>、<colNum1>通过泽里克圣所解锁</col>	interface	generalUI	skillGuide
Hard leather shield Requires: <colNum0>Level <Num0> Ranged</col>	硬皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Mirror shield Requires: <colNum0>Level <Num0> Slayer</col>	镜盾<br>需要：<colNum0><Num0>级杀戮</col>	interface	generalUI	skillGuide
Snakeskin shield Requires: <colNum0>Level <Num0> Ranged</col>	蛇皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Green dragonhide shield Requires: <colNum0>Level <Num0> Ranged</col>	绿龙皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Blue dragonhide shield Requires: <colNum0>Level <Num0> Ranged</col>	蓝龙皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Red dragonhide shield Requires: <colNum0>Level <Num0> Ranged</col>	红龙皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Black dragonhide shield Requires: <colNum0>Level <Num0> Ranged</col>	黑龙皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
God dragonhide shields Requires: <colNum0>Level <Num0> Ranged</col>	神系龙皮盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
V's shield Requires: <colNum0>Level <Num0> Slayer</col>	V 的盾<br>需要：<colNum0><Num0>级杀戮</col>	interface	generalUI	skillGuide
Spirit Shield Requires: <colNum0>Level <Num0> Prayer</col>	精神护盾<br>需要：<colNum0><Num0>级祈祷</col>	interface	generalUI	skillGuide
Crystal shield Requires: <colNum0>Level <Num0> Agility</col>, <colNum1>Roving Elves</col>	水晶盾<br>需要：<colNum0><Num0>级敏捷</col>，<colNum1>游荡的精灵</col>	interface	generalUI	skillGuide
Blessed spirit shield Requires: <colNum0>Level <Num0> Prayer</col>	被祝福的精神护盾<br>需要：<colNum0><Num0>级祈祷</col>	interface	generalUI	skillGuide
Dinh's bulwark Requires: <colNum0>Level <Num0> Attack</col>	丁的门盾<br>需要：<colNum0><Num0>级攻击</col>	interface	generalUI	skillGuide
Wield Ancient Wyvern shield Requires: <colNum0>Level <Num0> Magic</col>	装备古代飞龙盾<br>需要：<colNum0><Num0>级魔法</col>	interface	generalUI	skillGuide
Arcane & Spectral spirit shields Requires: <colNum0>Level <Num0> Magic</col>, <colNum1>level <Num1> Prayer</col>	奥术精神护盾和幽灵精神护盾<br>需要：<colNum0><Num0>级魔法</col>，<colNum1><Num1>级祈祷</col>	interface	generalUI	skillGuide
Elysian spirit shield Requires: <colNum0>Level <Num0> Prayer</col>	极乐精神护盾<br>需要：<colNum0><Num0>级祈祷</col>	interface	generalUI	skillGuide
Dragonfire ward Requires: <colNum0>Level <Num0> Ranged</col>	龙火护符<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Twisted buckler Requires: <colNum0>Level <Num0> Ranged</col>	扭曲盾<br>需要：<colNum0><Num0>级远程</col>	interface	generalUI	skillGuide
Elidinis' Ward Requires: <colNum0>Level <Num0> Magic</col>, <colNum1>level <Num1> Prayer</col>	伊莉迪尼斯护符<br>需要：<colNum0><Num0>级魔法</col>，<colNum1><Num1>级祈祷</col>	interface	generalUI	skillGuide
Void Knight mace Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>level <Num1> Ranged</col>, <colNum2>level <Num2> Strength</col>, <colNum3>level <Num3> Attack</col>, <colNum4>level <Num4> Hitpoints</col>, <colNum5>level <Num5> Magic</col>	虚空骑士钉锤<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1><Num1>级远程</col>、<colNum2><Num2>级力量</col>、<colNum3><Num3>级攻击</col>、<colNum4><Num4>级生命值</col>、<colNum5><Num5>级魔法</col>	interface	generalUI	skillGuide
Avernic defender Requires: <colNum0>Level <Num0> Attack</col>	阿弗尼克格挡匕首<br>需要：<colNum0><Num0>级攻击</col>	interface	generalUI	skillGuide
Herbiboar Requires: <colNum0>Level <Num0> Hunter</col>	草药野猪<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Bluegill Aerial fishing Requires: <colNum0>Level <Num0> Hunter</col>	蓝鳃鱼<br>猛禽式捕鱼<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Common tench Aerial fishing Requires: <colNum0>Level <Num0> Hunter</col>	普通丁鲷<br>猛禽式捕鱼<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Mottled eel Aerial fishing Requires: <colNum0>Level <Num0> Hunter</col>	斑驳鳗<br>猛禽式捕鱼<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Greater siren Aerial fishing Requires: <colNum0>Level <Num0> Hunter</col>	大海牛<br>猛禽式捕鱼<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Leaping trout Barbarian rod & most bait types Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>	跃起的鳟鱼<br>野蛮人鱼竿和大多数类型的鱼饵<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>	interface	generalUI	skillGuide
Tuna (barehanded) Requires: <colNum0>Level <Num0> Strength</col>	金枪鱼(徒手)<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Harpoonfish (barehanded) Requires: <colNum0>Level <Num0> Strength</col>	叉鱼(徒手)<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Leaping salmon Barbarian rod & most bait types Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>	跃起的鲑鱼<br>野蛮人鱼竿和大多数类型的鱼饵<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>	interface	generalUI	skillGuide
Leaping sturgeon Barbarian rod & most bait types Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>	跃起的鲟鱼<br>野蛮人鱼竿和大多数类型的鱼饵<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>	interface	generalUI	skillGuide
Swordfish (barehanded) Requires: <colNum0>Level <Num0> Strength</col>	剑鱼(徒手)<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Shark (barehanded) Requires: <colNum0>Level <Num0> Strength</col>	鲨鱼(徒手)<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Members: Karambwan vessel Requires: <colNum0>Tai Bwo Wannai Trio</col>	会员：卡拉姆班鱼笼<br>需要：<colNum0>泰博瓦纳三重奏</col>	interface	generalUI	skillGuide
Members: Cormorant's glove Requires: <colNum0>Level <Num0> Hunter</col>	会员：鸬鹚手套<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Members: Barbarian rod Requires: <colNum0>Level <Num0> Agility</col>, <colNum1>level <Num1> Strength</col>	会员：野蛮人鱼竿<br>需要：<colNum0><Num0>级敏捷</col>，<colNum1><Num1>级力量</col>	interface	generalUI	skillGuide
Members: Infernal harpoon Requires: <colNum0>Level <Num0> Cooking</col>	会员：地狱鱼叉<br>需要：<colNum0><Num0>级烹饪</col>	interface	generalUI	skillGuide
Accessing drift net fishing on Fossil Island Requires: <colNum0>Level <Num0> Hunter</col>	进入化石岛流刺网捕鱼<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Members: Ogre composite bows Ammo: 'Brutal' arrows up to rune Requires: <colNum0>Instructions obtained via Zogre Flesh Eaters</col>	会员：食人魔复合弓<br>弹药：青铜至符文残暴箭<br>需要：<colNum0>通过佐格雷食人魔任务获得说明</col>	interface	generalUI	skillGuide
Members: Crystal bows Requires: <colNum0>Level <Num0> Agility</col>, <colNum1>Roving Elves</col>	会员：水晶弓<br>需要：<colNum0><Num0>级敏捷</col>，<colNum1>游荡的精灵</col>	interface	generalUI	skillGuide
Members: Bow of Faerdhinen Requires: <colNum0>Level <Num0> Agility</col>	会员：法尔迪宁之弓<br>需要：<colNum0><Num0>级敏捷</col>	interface	generalUI	skillGuide
Hunter's spear Requires: <colNum0>Level <Num0> Strength</col>	猎人长矛<br>需要：<colNum0><Num0>级力量</col>	interface	generalUI	skillGuide
Eclipse Atlatl Ammo: Atlatl darts Requires: <colNum0>Level <Num0> Attack</col>, <colNum1>level <Num1> Strength</col>	月蚀投矛器<br>弹药：投矛器飞镖<br>需要：<colNum0><Num0>级攻击</col>，<colNum1><Num1>级力量</col>	interface	generalUI	skillGuide
Members: Sunlight hunters' crossbow Ammo: Antler bolts Requires: <colNum0>Level <Num0> Hunter</col>	会员：日光狩猎弩<br>弹药：羚羊角弩箭<br>需要：<colNum0><Num0>级狩猎</col>	interface	generalUI	skillGuide
Hard leather body Requires: <colNum0>Level <Num0> Defence</col>	硬皮革甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Studded leather body Requires: <colNum0>Level <Num0> Defence</col>	铆钉皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Hard leather shield Requires: <colNum0>Level <Num0> Defence</col>	会员：硬皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Frog-leather Requires: <colNum0>Level <Num0> Defence</col>	会员：蛙皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Snakeskin armour Requires: <colNum0>Level <Num0> Defence</col>	会员：蛇皮盔甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Snakeskin shield Requires: <colNum0>Level <Num0> Defence</col>	会员：蛇皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Spined armour Requires: <colNum0>Level <Num0> Defence</col>, <colNum1>The Fremennik Trials</col>	会员：刺皮盔甲<br>需要：<colNum0><Num0>级防御</col>，<colNum1>费明尼克试炼</col>	interface	generalUI	skillGuide
Green dragonhide body Requires: <colNum0>Level <Num0> Defence</col>, <colNum1>Dragon Slayer I</col>	绿龙皮甲<br>需要：<colNum0><Num0>级防御</col>，<colNum1>屠龙者 I</col>	interface	generalUI	skillGuide
Members: Green dragonhide shield Requires: <colNum0>Level <Num0> Defence</col>	会员：绿龙皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Void Knight equipment Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>level <Num1> Magic</col>, <colNum2>level <Num2> Defence</col>, <colNum3>level <Num3> Strength</col>, <colNum4>level <Num4> Attack</col>, <colNum5>level <Num5> Hitpoints</col>	会员：虚空骑士装备<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1><Num1>级魔法</col>、<colNum2><Num2>级防御</col>、<colNum3><Num3>级力量</col>、<colNum4><Num4>级攻击</col>、<colNum5><Num5>级生命值</col>	interface	generalUI	skillGuide
Members: Blue dragonhide body Requires: <colNum0>Level <Num0> Defence</col>	会员：蓝龙皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Blue dragonhide shield Requires: <colNum0>Level <Num0> Defence</col>	会员：蓝龙皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Penance skirt Requires: <colNum0>Level <Num0> Defence</col>	会员：忏悔者裙甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Red dragonhide body Requires: <colNum0>Level <Num0> Defence</col>	会员：红龙皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Red dragonhide shield Requires: <colNum0>Level <Num0> Defence</col>	会员：红龙皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Mixed hide top, cape, and boots Requires: <colNum0>Level <Num0> Defence</col>	会员：混装皮甲、斗篷和靴<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: <Num0>rd Age range armour Requires: <colNum0>Level <Num1> Defence</col>	会员：第<Num0>纪元射手盔甲<br>需要：<colNum0><Num1>级防御</col>	interface	generalUI	skillGuide
Members: Boots of Brimstone Requires: <colNum0>Level <Num0> Defence</col>, <colNum1>level <Num1> Magic</col>	会员：硫磺靴<br>需要：<colNum0><Num0>级防御</col>，<colNum1><Num1>级魔法</col>	interface	generalUI	skillGuide
Members: Black dragonhide body Requires: <colNum0>Level <Num0> Defence</col>	会员：黑龙皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Black dragonhide shield Requires: <colNum0>Level <Num0> Defence</col>	会员：黑龙皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: God dragonhide shields Requires: <colNum0>Level <Num0> Defence</col>	会员：神系龙皮盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: God dragonhide armour Requires: <colNum0>Level <Num0> Defence</col>	会员：神系龙皮盔甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Hueycoatl hide body Requires: <colNum0>Level <Num0> Defence</col>	会员：休伊科特尔皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Hueycoatl hide coif Requires: <colNum0>Level <Num0> Defence</col>	会员：休伊科特尔皮头巾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Armadyl armour Requires: <colNum0>Level <Num0> Defence</col>	会员：阿玛杜尔盔甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Karil's leather armour Requires: <colNum0>Level <Num0> Defence</col>	会员：卡里尔的皮甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Dragonfire ward Requires: <colNum0>Level <Num0> Defence</col>	会员：龙火护符<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Dizana's Quiver Storage: Bolts or Arrows	会员：迪扎纳的箭袋 可存放：弩箭或箭	interface	generalUI	skillGuide
Members: Eclipse set Requires: <colNum0>Level <Num0> Defence</col>	会员：月蚀套装<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Pegasian boots Requires: <colNum0>Level <Num0> Defence</col>	会员：天马靴<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Twisted buckler Requires: <colNum0>Level <Num0> Defence</col>	会员：扭曲盾<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Fortified Masori armour Requires: <colNum0>Level <Num0> Defence</col>	会员：强化马索里盔甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Avernic treads Requires: <colNum0>Level <Num0> Defence</col>, <colNum1>level <Num1> Strength</col>, <colNum2>level <Num2> Magic</col>	会员：阿弗尼克靴<br>需要：<colNum0><Num0>级防御</col>、<colNum1><Num1>级力量</col>、<colNum2><Num2>级魔法</col>	interface	generalUI	skillGuide
Members: Zaryte vambraces Requires: <colNum0>Level <Num0> Defence</col>	会员：扎里特护臂<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Members: Masori armour Requires: <colNum0>Level <Num0> Defence</col>	会员：马索里盔甲<br>需要：<colNum0><Num0>级防御</col>	interface	generalUI	skillGuide
Void Knight mace Requires: <colNum0>Level <Num0> Prayer</col>, <colNum1>level <Num1> Defence</col>, <colNum2>level <Num2> Strength</col>, <colNum3>level <Num3> Attack</col>, <colNum4>level <Num4> Hitpoints</col>, <colNum5>level <Num5> Magic</col>	虚空骑士钉锤<br>需要：<colNum0><Num0>级祈祷</col>、<colNum1><Num1>级防御</col>、<colNum2><Num2>级力量</col>、<colNum3><Num3>级攻击</col>、<colNum4><Num4>级生命值</col>、<colNum5><Num5>级魔法</col>	interface	generalUI	skillGuide
Scale Falador wall Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>	攀爬法拉多城墙<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>	interface	generalUI	skillGuide
Scale Yanille wall Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>	攀爬亚尼勒城墙<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>	interface	generalUI	skillGuide
Scale the Observatory cliff Requires: <colNum0>Level <Num0> Strength</col>, <colNum1>level <Num1> Agility</col>, <colNum2>Observatory Quest</col>	攀爬天文台悬崖<br>需要：<colNum0><Num0>级力量</col>，<colNum1><Num1>级敏捷</col>，<colNum2>天文台任务</col>	interface	generalUI	skillGuide
