english	translation	category	sub_category	source
Members can now try catching lava eels.	会员现在可以尝试钓熔岩鳗。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch common tench on Molch Island (with 51 hunter).	会员现在可以在莫尔奇岛捕获普通的丁鲷 (需要51级猎人)。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now try fishing for leaping salmon.	会员现在可以尝试钓跃起的鲑鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch Mycil fish.	会员现在可以钓迈希尔鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now use dragon harpoons.	会员现在可以使用龙金鱼叉。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now try netting monkfish.	会员现在可以尝试用网捕捞僧侣鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now try catching karambwan.	会员现在可以尝试捕获卡拉姆班鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members are now qualified to enter the Fishing Guild.	会员现在有资格进入钓鱼公会。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now try fishing for leaping sturgeon.	会员现在可以尝试钓跃起的鲟鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now use crystal harpoons.	会员现在可以使用水晶鱼叉。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch mottled eel on Molch Island (with 68 hunter).	会员现在可以在莫尔奇岛捕获斑驳鳗 (需要68级猎人)。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch Roqed fish.	会员现在可以钓罗奎德鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch Roqed fish and create the infernal harpoon.	会员现在可以钓罗奎德鱼并制作地狱鱼叉。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now try harpooning sharks and fish from glistening shoals.	会员现在可以尝试用鱼叉捕获鲨鱼并从闪耀的鱼群中钓鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch sea turtles.	会员现在可以捕获海龟。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch infernal eels in Mor Ul Rek.	会员现在可以在莫尔乌尔雷克钓地狱鳗。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch manta rays.	会员现在可以捕获魔鬼鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch anglerfish in Port Piscarilius and minnows in the Fishing Guild.	会员现在可以在皮斯卡里琉斯港钓安康鱼并在钓鱼公会捕捞米诺鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch Dark Crabs in the Wilderness.	会员现在可以在荒野捕捞黑暗蟹。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch sacred eels in Zul-Andra.	会员现在可以在祖尔安德拉钓圣鳗鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch Kyren fish.	会员现在可以钓凯伦鱼。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Members can now catch greater siren on Molch Island (with 87 hunter).	会员现在可以在莫尔奇岛捕获大海牛 (需要87级猎人)。	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Congratulations! You are now a master of Fishing. Why not visit the Master Fisherman at the Fishing Guild? There you can buy something special that is only available to true masters of the Fishing skill!	恭喜！你现在是钓鱼大师。为何不去钓鱼公会拜访钓鱼大师？在那里你可以购买只有真正的钓鱼技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Fishing	Transcript of Fishing
Fletching allows you to create various ranged weapons, as well as ammunition to go with them.	制箭允许你制作各种远程武器，以及与之配套的弹药。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
Making bows requires bowstring, which can be made from flax at a spinning wheel. You can use a knife on some logs to carve an unfinished bow, then add the bowstring to complete the weapon.	制作弓需要弓弦，弓弦可以在纺车上用亚麻制作。你可以用刀在一些原木上削出未完成的弓，然后装上弓弦来完成武器。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
To create arrows, you’ll first need to carve logs into arrow shafts with a knife, then tip the arrow shafts with feathers. Finally, you’ll need to add some arrow heads.	要制作箭，你首先需要用刀将原木削成箭杆，然后用羽毛给箭杆装上羽饰。最后，你需要装上一些箭头。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
To make bolts, you only need to combine unfinished bolts with feathers. You can also chisel gemstones down into bolt tips, with each gemstone being able to top a different bolt.	要制作弩箭，你只需要将未完成的弩箭与羽毛组合。你也可以将宝石凿成弩箭头，每种宝石可以用于不同类型的弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make bronze javelins.	你现在可以制作青铜标枪。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make shortbows.	你现在可以制作短弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make bronze 'brutal' arrows.	你现在可以制作青铜残暴箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make bronze/wooden crossbows and bronze crossbow bolts.	你现在可以制作青铜弩、木制弩和青铜弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make longbows.	你现在可以制作长弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make opal tipped bronze bolts.	你现在可以制作蛋白石箭头的青铜弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make iron arrows.	你现在可以制作铁箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make iron javelins.	你现在可以制作铁制标枪。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make iron 'brutal' arrows.	你现在可以制作铁制残暴箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now craft oak shortbows.	你现在可以制作橡木短弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make iron darts.	你现在可以制作铁制飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make oak longbows.	你现在可以制作橡木长弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make jade tipped blurite bolts.	你现在可以制作翡翠箭头的蓝铁弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now fletch oak shields.	你现在可以制作橡木盾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make steel arrows and composite ogre bows.	你现在可以制作钢箭和复合食人魔弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make kebbit tipped bolts and steel javelins.	你现在可以制作凯比特兔箭头的弩箭和钢制标枪。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make steel 'brutal' arrows.	你现在可以制作钢制残暴箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make willow shortbows and bone shortbows.	你现在可以制作柳木短弓和骨制短弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make steel darts.	你现在可以制作钢制飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make black brutal arrows.	你现在可以制作黑铁残暴箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make iron/willow crossbows and iron crossbow bolts.	你现在可以制作铁制弩、柳木弩和铁制弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make willow longbows and battlestaves.	你现在可以制作柳木长弓和战杖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make pearl tipped iron bolts.	你现在可以制作珍珠箭头的铁制弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make long kebbit tipped bolts and fletch willow shields.	你现在可以制作长凯比特兔箭头的弩箭并制作柳木盾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make silver crossbow bolts.	你现在可以制作银弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make mithril arrows.	你现在可以制作秘银箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make steel/teak crossbows and steel crossbow bolts.	你现在可以制作钢制弩、柚木弩和钢制弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make a light ballista and mithril javelins.	你现在可以制作轻型弩炮和秘银标枪。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make red topaz tipped steel bolts.	你现在可以制作红托帕石箭头的钢制弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make mithril 'brutal' arrows.	你现在可以制作秘银残暴箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make maple shortbows.	你现在可以制作枫木短弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make barbed tipped bronze bolts.	你现在可以制作倒钩箭头的青铜弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make mithril darts and broad arrows.	你现在可以制作秘银飞镖和宽箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make mithril/maple crossbows and mithril crossbow bolts.	你现在可以制作秘银弩、枫木弩和秘银弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make maple longbows and broad bolts.	你现在可以制作枫木长弓和宽弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make sapphire tipped mithril bolts.	你现在可以制作蓝宝石箭头的秘银弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now fletch maple shields.	你现在可以制作枫木盾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make emerald tipped mithril bolts.	你现在可以制作祖母绿箭头的秘银弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make mithril grapples.	你现在可以制作秘银抓钩。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make adamantite arrows and hunter's spears.	你现在可以制作精金箭和猎人长矛。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make adamantite/mahogany crossbows and adamantite crossbow bolts.	你现在可以制作精金弩、红木弩和精金弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make adamant 'brutal' arrows, adamant javelins, and sunlight antler bolts.	你现在可以制作精金残暴箭、精金标枪和日光羚羊角弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make ruby tipped adamantite bolts.	你现在可以制作红宝石箭头的精金弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make yew shortbows and diamond tipped adamantite bolts.	你现在可以制作紫杉短弓和钻石箭头的精金弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make adamantite darts.	你现在可以制作精金飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make runite/yew crossbows and runite crossbow bolts.	你现在可以制作符文弩、紫杉弩和符文弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make yew longbows.	你现在可以制作紫杉长弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make dragonstone tipped runite bolts.	你现在可以制作龙石箭头的符文弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make a heavy ballista and fletch yew shields and moonlight antler bolts.	你现在可以制作重型弩炮并制作紫杉盾和月光羚羊角弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make onyx tipped runite bolts.	你现在可以制作玛瑙箭头的符文弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make the sunlight hunters' crossbow, scorching bows and atlatl darts.	你现在可以制作日光狩猎弩、灼热弓和投矛器飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make rune arrows.	你现在可以制作符文箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make amethyst broad bolts.	你现在可以制作紫水晶宽弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make rune 'brutal' arrows and rune javelins.	你现在可以制作符文残暴箭和符文标枪。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make dragon/magic crossbows and the toxic blowpipe.	你现在可以制作龙金弩、魔法弩和有毒的吹箭筒。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make greenman carvings.	你现在可以制作绿人雕刻品。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make magic shortbows and carve magic vale totems.	你现在可以制作魔法短弓并削出魔法山谷图腾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make rune darts.	你现在可以制作符文飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make amethyst arrows.	你现在可以制作紫水晶箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make amethyst javelins and dragon bolts.	你现在可以制作紫水晶标枪和龙金弩箭。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make magic longbows and the Webweaver Bow.	你现在可以制作魔法长弓和织网弓。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now fletch magic shields.	你现在可以制作魔法盾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make dragon arrows and amethyst darts.	你现在可以制作龙箭和紫水晶飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make dragon javelins and fletch redwood shields.	你现在可以制作龙标枪并制作红杉盾。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You can now make dragon darts.	你现在可以制作龙飞镖。	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
Congratulations! You are now a master of Fletching. Why not visit Hickton who runs the bow and arrow shop in Catherby? There you can buy something special that is only available to true masters of the Fletching	恭喜！你现在是制箭大师。为何不去凯瑟比镇拜访经营弓箭店的希克顿？在那里你可以购买只有真正的制箭技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Fletching	Transcript of Fletching
You must complete the Druidic Ritual quest before you can use Herblore.	你必须完成德鲁伊仪式任务才能使用草药学。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
Herblore allows you to make potions with herbs and ingredients found across Gielinor.	草药学让你可以用基利诺尔各地发现的草药和材料制作药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
To make a potion, you first need to clean a grimy herb, then combine it with a vial of water to make an unfinished potion. You can then add the secondary ingredient(s) to complete the potion.	要制作药水，你首先需要清洗脏草药，然后将其与水瓶结合制成未完成的药水。然后你可以添加次要材料来完成药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make attack potions. You can now clean guam leaf, snake weed and rogues purse.	你现在可以制作攻击药水以及清洁瓜姆叶、蛇草和盗贼草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make attack mix.	你现在可以制作攻击混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make antipoison potions. You can now clean marrentill.	你现在可以制作解毒剂以及清洁马伦提尔草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make antipoison mix.	你现在可以制作混合解毒剂。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Relicym's balm (cure disease).	你现在可以制作雷利姆药膏 (治愈疾病)。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Relicym's mix.	你现在可以制作雷利姆混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean tarromin.	你现在可以清洁塔罗明草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make strength potions.	你现在可以制作力量药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make strength mix.	你现在可以制作力量混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make guam tar[sic]	你现在可以制作瓜姆焦油	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean harralander.	你现在可以清洁哈拉兰德草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make stat restore potions, compost potions and Guthix balance potion[sic].	你现在可以制作属性恢复药水、堆肥药水和古斯的平衡药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make stat restore mix.	你现在可以制作属性恢复混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean ranarr weed.	你现在可以清洁拉纳尔草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make energy potions.	你现在可以制作精力药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make energy mix.	你现在可以制作精力混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make defence potions. You can now clean toadflax.	你现在可以制作防御药水以及清洁亚麻蟾蜍草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make marrentill tar and track the herbiboar on Fossil Island (with 80 Hunter).	你现在可以制作马伦提尔焦油并在化石岛追踪草药野猪 (需要80级猎人)。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make defence mix.	你现在可以制作防御混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make agility potions.	你现在可以制作敏捷药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make combat potions.	你现在可以制作战斗药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make agility mix.	你现在可以制作敏捷混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make prayer restore potions and moonlight potions.	你现在可以制作祈祷恢复药水和月光药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make tarromin tar.	你现在可以制作塔罗明焦油。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make combat mix. You can also clean irit leaf.	你现在可以制作战斗混合药水以及清洁伊瑞特叶。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make prayer restore mix.	你现在可以制作祈祷恢复混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make harralander tar.	你现在可以制作哈拉兰德焦油。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super attack potions.	你现在可以制作超级攻击药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super attack mix and use Golpar.	你现在可以制作超级攻击混合药水以及使用高尔帕花。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super antipoison potions. You can now clean avantoe.	你现在可以制作超级解毒剂以及清洁阿凡托草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make fishing potions.	你现在可以制作钓鱼药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make anti-poison supermix.	你现在可以制作超级混合解毒剂。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super energy potions and use Buchu leaf.	你现在可以制作超级精力药水以及使用布楚叶。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make hunter potions. You can also make fishing mix.	你现在可以制作猎人药水和钓鱼混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean kwuarm. You can also make Goading Potions.	你现在可以清洁库阿姆草和激励药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super strength potions and you can also make Irit tar.	你现在可以制作超级力量药水和伊瑞特焦油。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super energy mix.	你现在可以制作超级精力混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make potions of magic essence.	你现在可以制作魔法精华药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now use the Herb Sack and make hunting mix, and you can also clean huasca and mix Prayer Regeneration potions.	你现在可以使用草药袋并制作狩猎混合药水和清洁死藤并调配祈祷再生药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super Strength mix. You can also clean snapdragon and mix mid-strength Golpar potions.	你现在可以制作超级力量混合药水以及清洁金鱼草并调配中效高尔帕药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make weapon poisons and use Noxifer.	你现在可以制作武器毒素以及使用诺克西弗花。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make magic essence mix.	你现在可以制作魔法精华混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super restore potions.	你现在可以制作超级恢复药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean cadantine. You can also make Sanfew Serum Cure All and mix mid-strength Buchu leaf potions.	你现在可以清洁卡丹丁草和制作桑福药剂并调配中效布楚叶药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super Defence potions.	你现在可以制作超级防御药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super restore mix. You can also clean lantadyme.	你现在可以制作超级恢复混合药水以及清洁兰塔丁草。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make extra strong antipoison potions.	你现在可以制作超强解毒剂。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make anti-firebreath potions.	你现在可以制作抗龙息药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now clean dwarf weed and make strong Golpar potions, divine super attack potions, divine super strength potions and divine super defence potions.	你现在可以清洁矮人草并制作强效高尔帕药水、神圣超级攻击药水、神圣超级力量药水和神圣超级防御药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super defence mix.	你现在可以制作超级防御混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make ranging potions.	你现在可以制作射手药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make extra strong weapon poison.	你现在可以制作超强武器毒素。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make antidote+ mix and divine ranging potions.	你现在可以制作优质混合解毒剂和神圣射手药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make antifire mix, clean torstol, and mix mid-strength Noxifer potions.	你现在可以制作抗火混合药水，清洁托斯托尔草，并调配中效诺克西弗花药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make magic potions.	你现在可以制作魔法药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make stamina potions.	你现在可以制作耐力药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Zamorak brew, strong Buchu leaf potions and divine magic potions.	你现在可以制作扎莫拉克灵药、强效布楚叶药水和神圣魔法药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super strong antipoison potions.	你现在可以制作超强解毒剂。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make ranging mix, and make Bastion and Battlemage potions with vials of blood.	你现在可以制作射手混合药水，并用血瓶制作堡垒药水和战斗法师药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Saradomin brew, use the Secondary Pouch, and make the Surge Potion.	你现在可以制作萨拉多明灵药，使用次级袋，并制作激流药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super weapon poison.	你现在可以制作超级武器毒素。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make magic mix.	你现在可以制作魔法混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now upgrade anti-fire potions.	你现在可以升级抗火药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Zamorak mix and Ancient brew.	你现在可以制作扎莫拉克混合药水和先贤灵药。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make stamina mix, divine bastion and divine battlemage potions.	你现在可以制作耐力混合药水、神圣堡垒药水和神圣战斗法师药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make anti-venom potions.	你现在可以制作抗毒药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make Menaphite remedy.	你现在可以制作梅纳菲特药剂。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super combat potions and mix strong Noxifer potions.	你现在可以制作超级战斗药水并调配强效诺克西弗花药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make extended anti-fire mix and forgotten brews.	你现在可以制作长效抗火混合药水和被遗忘的灵药。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make super antifire potions(after Dragon Slayer II) and ancient mix.	你现在可以制作超级抗火药水 (完成屠龙者 II 后) 和先贤混合灵药。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make anti-venom+ potions and extended anti-venom+ potions.	你现在可以制作抗毒药水 + 和长效抗毒药水 +。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make divine super combat potions.	你现在可以制作神圣超级战斗药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make extended super antifires (after Dragon Slayer II) and super antifire mix.	你现在可以制作长效超级抗火药水 (完成屠龙者 II 后) 和超级抗火混合药水。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
You can now make extended super antifire mix. Congratulations! You are now a master of Herblore. Why not visit Kaqemeex, near Taverley? He has something special that is only available to true masters	你现在可以制作长效超级抗火混合药水。恭喜！你现在是草药学大师。为何不去塔韦利附近拜访卡基米克斯？他有唯有真正的草药学大师才能获得的特别物品。	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
of the Herblore skill!	技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Herblore	Transcript of Herblore
Hitpoints are used to tell you how healthy your character is. A character who reaches 0 Hitpoints has died, but will reappear in their chosen respawn location (normally Lumbridge).	生命值用于显示你的角色健康状况。生命值归零的角色会死亡，但会在你选择的重生地点 (通常是仑桥镇) 重生。	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
As with any skill, you will restore 1 missing Hitpoint every minute, but the best way of recovering Hitpoints is by eating food.	与任何技能一样，你每分钟会自然恢复1点缺失的生命值，但恢复生命值的最佳方式是进食。	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
If you see any red 'hit splats' during combat, the number shown corresponds to the number of Hitpoints lost as a result of that strike.	如果你在战斗中看到任何红色''伤害数字''，显示的数字对应于该次攻击造成的生命值损失。	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Blue hit splats mean no damage has been dealt.	蓝色伤害数字表示未造成伤害。	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Green hit splats are poison damage.	绿色伤害数字表示中毒伤害。	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Teal hit splats are venom damage. (Members)	青色伤害数字表示剧毒伤害。 (会员)	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Orange hit splats are disease damage. (Members)	橙色伤害数字表示疾病伤害。 (会员)	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Dark purple hit splats are corruption damage. (Members)	深紫色伤害数字表示腐化伤害。 (会员)	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Members can now wield Void Knight equipment!	会员现在可以装备虚空骑士装备！	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Members can now wield the Nightmare Staff!	会员现在可以装备梦魇法杖！	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Congratulations! You are now a master of Hitpoints. Why not visit Nurse Tafani at the Emir's Arena hospital? She has something special that is only available to true masters of the Hitpoint skill!	恭喜！你现在是生命值大师。为何不去埃米尔竞技场医院拜访塔法尼护士？她有只有真正的生命值技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Hitpoints	Transcript of Hitpoints
Hunter lets you track and catch a wide variety of wildlife, granting access to various unique materials in the process.	狩猎技能让你追踪和捕捉各种野生动物，在此过程中获得各种独特材料。	lvl_up_msg	Transcript of Hunter	Transcript of Hunter
Each animal you can hunt will typically be found in a specific locale, and will require different gear. Make sure you come prepared!	你可以狩猎的每种动物通常出现在特定地点，并需要不同的装备。确保你做好充分准备！	lvl_up_msg	Transcript of Hunter	Transcript of Hunter
